company_code,best_method,mae_M3b_Damp-IPF,mae_M3_IPF,mae_M2c_ZIP-Tract,mae_M3c_Var-Damp-IPF,mae_M1b_Learned-Wt,naics_group,region,urbanicity,size_bucket,county_minority_share,acs_lodes_disagreement,has_tract_data,is_finance_insurance,is_admin_staffing,is_healthcare
85087,M1b Learned-Wt,6.11,7.57,4.59,5.49,3.98,Metal/Machinery Mfg (331-333),Northeast,Urban,10000+,0.1597,12.030000000000001,1,0,0,0
EW6674,M1b Learned-Wt,5.85,10.79,4.46,4.74,3.3,Metal/Machinery Mfg (331-333),South,Urban,10000+,0.3273,11.510000000000005,1,0,0,0
N52533,M3c Var-Damp-IPF,4.41,4.11,6.38,3.87,5.71,Metal/Machinery Mfg (331-333),West,Urban,100-999,0.2413,11.920000000000002,1,0,0,0
44099,M3 IPF,3.79,1.94,4.39,3.99,4.13,Metal/Machinery Mfg (331-333),South,Urban,1k-9999,0.252,5.0,1,0,0,0
DU1321,M1b Learned-Wt,13.44,14.36,8.8,13.5,8.75,Other,Midwest,Rural,1k-9999,0.3811,34.75,1,0,0,0
C03477,M3 IPF,1.86,0.4,3.09,1.11,2.05,Other,South,Rural,100-999,0.0279,15.079999999999998,1,0,0,0
CW0932,M2c ZIP-Tract,1.05,1.13,0.25,1.05,0.38,Other,South,Rural,100-999,0.0549,4.929999999999993,1,0,0,0
AI6393,M1b Learned-Wt,17.61,19.84,17.52,17.64,17.37,Other,West,Urban,10000+,0.0913,4.329999999999998,1,0,0,0
122992,M3b Damp-IPF,2.03,2.66,3.29,2.72,4.14,Other,Midwest,Urban,1k-9999,0.2342,8.11,1,0,0,0
CK7686,M1b Learned-Wt,5.3,11.89,4.8,4.48,3.75,Other,South,Urban,100-999,0.366,2.020000000000003,1,0,0,0
R01031,M3 IPF,0.3,0.3,1.34,0.3,2.1,Other,Midwest,Urban,100-999,0.1031,10.310000000000002,1,0,0,0
AR1232,M1b Learned-Wt,1.53,4.56,1.58,1.55,1.48,Other,Midwest,Urban,100-999,0.0994,4.430000000000007,1,0,0,0
P51804,M3 IPF,7.78,3.09,7.54,7.28,6.91,Other,South,Urban,1k-9999,0.3297,1.480000000000004,1,0,0,0
121270,M3c Var-Damp-IPF,1.07,1.1,1.81,0.5,1.09,Other,Midwest,Suburban,1k-9999,0.0309,11.280000000000001,1,0,0,0
A25349,M3c Var-Damp-IPF,2.66,7.85,4.43,2.4,3.08,Other,West,Urban,10000+,0.312,2.490000000000009,1,0,0,0
10370,M3b Damp-IPF,2.9,3.33,4.19,3.29,3.41,Other,South,Urban,1k-9999,0.3342,6.560000000000002,1,0,0,0
C04499,M1b Learned-Wt,2.79,8.08,2.26,1.9,1.52,Other,Midwest,Urban,100-999,0.2883,8.269999999999996,1,0,0,0
N09170,M1b Learned-Wt,2.47,3.61,1.9,2.48,1.78,Other,West,Urban,100-999,0.0951,0.9100000000000108,1,0,0,0
T03792,M1b Learned-Wt,2.79,7.77,2.34,1.95,1.79,Other,Northeast,Urban,10000+,0.2416,9.840000000000003,1,0,0,0
9324,M3b Damp-IPF,1.45,6.41,1.99,1.77,1.76,Other,South,Urban,1k-9999,0.1644,14.790000000000006,1,0,0,0
718967,M3b Damp-IPF,2.81,4.17,3.23,3.32,3.39,Other,Midwest,Urban,1k-9999,0.2387,7.570000000000007,1,0,0,0
FL4289,M3c Var-Damp-IPF,3.06,8.1,4.44,2.27,3.31,Other,West,Suburban,1k-9999,0.3359,9.509999999999998,1,0,0,0
ED9714,M1b Learned-Wt,5.42,10.45,5.2,5.14,4.88,Other,South,Urban,100-999,0.2472,6.709999999999994,1,0,0,0
R08099,M2c ZIP-Tract,8.31,12.5,7.31,8.12,7.39,Other,Northeast,Urban,100-999,0.1836,3.6200000000000045,1,0,0,0
G11144,M1b Learned-Wt,6.46,10.06,6.66,4.49,4.28,Other,South,Urban,100-999,0.5366,25.379999999999995,1,0,0,0
98239,M1b Learned-Wt,2.04,4.7,1.79,1.83,1.61,Other,West,Urban,1k-9999,0.1563,2.1700000000000017,1,0,0,0
M60124,M1b Learned-Wt,9.37,15.77,9.13,8.07,7.73,Other,Northeast,Urban,1k-9999,0.3612,7.18,1,0,0,0
JN2648,M3c Var-Damp-IPF,1.64,6.93,2.05,1.22,1.52,Other,South,Urban,10000+,0.3452,11.759999999999991,1,0,0,0
FB9814,M3b Damp-IPF,1.26,3.8,1.69,1.65,3.52,Other Manufacturing,Northeast,Urban,100-999,0.281,16.86,1,0,0,0
L05890,M3b Damp-IPF,2.85,3.46,3.75,4.09,4.79,Other Manufacturing,South,Urban,10000+,0.4845,25.980000000000004,1,0,0,0
A03533,M3c Var-Damp-IPF,6.39,11.12,7.03,6.32,6.67,Other Manufacturing,West,Urban,1k-9999,0.2523,31.509999999999998,1,0,0,0
GC3634,M1b Learned-Wt,14.9,19.34,14.14,14.09,13.94,Other Manufacturing,West,Urban,1k-9999,0.4327,13.469999999999999,1,0,0,0
T04179,M2c ZIP-Tract,5.68,8.59,5.29,5.51,5.38,Other Manufacturing,Northeast,Urban,100-999,0.113,1.6599999999999966,1,0,0,0
X41154,M3b Damp-IPF,4.22,8.05,4.92,4.25,4.41,Other Manufacturing,West,Urban,1k-9999,0.2781,4.640000000000001,1,0,0,0
EM2874,M1b Learned-Wt,4.29,10.43,4.32,3.64,2.86,Professional/Technical (54),South,Rural,100-999,0.3561,4.469999999999999,1,0,0,0
BE3181,M3 IPF,4.49,1.08,5.33,5.11,6.98,Professional/Technical (54),Midwest,Urban,100-999,0.3238,21.039999999999992,1,0,0,0
HF4284,M2c ZIP-Tract,2.95,9.41,1.59,2.51,1.63,Professional/Technical (54),South,Urban,100-999,0.3061,0.7000000000000028,1,0,0,0
EB5772,M1b Learned-Wt,1.56,2.0,1.18,1.56,1.08,Professional/Technical (54),Midwest,Suburban,100-999,0.0571,2.3900000000000006,1,0,0,0
R62469,M1b Learned-Wt,15.48,19.11,14.65,14.7,13.81,Professional/Technical (54),West,Urban,100-999,0.4615,1.259999999999998,1,0,0,0
T52400,M3 IPF,4.65,3.32,6.59,5.05,6.98,Professional/Technical (54),West,Urban,100-999,0.437,9.090000000000003,1,0,0,0
FP0917,M2c ZIP-Tract,1.82,8.36,0.86,0.88,1.8,Professional/Technical (54),South,Urban,1-99,0.4366,26.67,1,0,0,0
EV7791,M3b Damp-IPF,3.18,4.97,4.28,3.45,4.96,Professional/Technical (54),South,Urban,1k-9999,0.366,6.479999999999997,1,0,0,0
B34981,M1b Learned-Wt,3.21,8.44,3.06,2.52,2.35,Professional/Technical (54),South,Urban,100-999,0.3515,12.150000000000006,1,0,0,0
AK6377,M1b Learned-Wt,9.97,15.64,9.92,9.34,8.39,Professional/Technical (54),South,Urban,100-999,0.366,3.479999999999997,1,0,0,0
EN8697,M1b Learned-Wt,2.74,5.89,2.55,2.65,2.42,Professional/Technical (54),Northeast,Urban,100-999,0.1597,5.579999999999998,1,0,0,0
DF7972,M3b Damp-IPF,3.24,4.91,4.98,3.72,5.46,Professional/Technical (54),South,Urban,100-999,0.4266,12.539999999999992,1,0,0,0
HW1530,M1b Learned-Wt,6.13,10.89,6.38,5.92,5.65,Professional/Technical (54),South,Urban,100-999,0.2627,2.3100000000000023,1,0,0,0
EA7282,M1b Learned-Wt,10.81,17.28,11.17,10.38,10.08,Professional/Technical (54),South,Urban,100-999,0.4096,0.18999999999999773,1,0,0,0
507114,M3b Damp-IPF,0.98,5.03,1.41,0.98,1.85,Professional/Technical (54),Northeast,Urban,100-999,0.2416,10.209999999999994,1,0,0,0
FC2165,M1b Learned-Wt,4.42,9.8,3.91,3.8,2.72,Professional/Technical (54),South,Urban,1-99,0.3452,17.53,1,0,0,0
EJ6452,M3 IPF,10.11,3.68,11.13,9.74,10.03,Professional/Technical (54),South,Urban,100-999,0.3472,12.850000000000001,1,0,0,0
HP5136,M3 IPF,1.56,0.04,2.64,1.5,3.03,Professional/Technical (54),Midwest,Urban,1-99,0.105,4.719999999999999,1,0,0,0
N52757,M3 IPF,5.1,2.21,6.03,4.86,5.39,Professional/Technical (54),South,Urban,100-999,0.3845,9.119999999999997,1,0,0,0
FE5989,M3b Damp-IPF,2.45,5.72,2.95,2.82,3.89,Professional/Technical (54),South,Urban,100-999,0.3803,18.97,1,0,0,0
DB8588,M1b Learned-Wt,4.04,9.33,3.74,3.77,3.43,Professional/Technical (54),West,Urban,100-999,0.2523,9.379999999999995,1,0,0,0
F25766,M3c Var-Damp-IPF,0.78,4.21,0.92,0.69,1.03,Professional/Technical (54),Midwest,Urban,1k-9999,0.1611,4.290000000000006,1,0,0,0
DV5255,M3 IPF,2.93,1.64,3.69,2.61,2.92,Professional/Technical (54),West,Urban,1-99,0.1111,10.150000000000006,1,0,0,0
P00079,M3b Damp-IPF,3.5,8.74,4.39,3.55,3.76,Professional/Technical (54),West,Urban,1k-9999,0.2523,19.659999999999997,1,0,0,0
BW4449,M1b Learned-Wt,4.83,11.05,4.78,4.2,3.25,Professional/Technical (54),South,Urban,1k-9999,0.366,3.479999999999997,1,0,0,0
ED9724,M3 IPF,5.01,3.42,7.1,4.34,5.29,Professional/Technical (54),West,Urban,1k-9999,0.2781,24.07,1,0,0,0
EL5038,M3b Damp-IPF,2.43,2.71,2.63,2.43,2.76,Professional/Technical (54),West,Urban,100-999,0.1473,4.079999999999998,1,0,0,0
GZ7454,M3b Damp-IPF,0.69,3.28,0.97,0.94,1.78,Professional/Technical (54),West,Urban,1-99,0.1619,5.539999999999992,1,0,0,0
X11299,M1b Learned-Wt,10.49,13.17,10.07,10.26,9.74,Professional/Technical (54),South,Urban,100-999,0.3084,0.9300000000000068,1,0,0,0
A58596,M3 IPF,3.55,3.47,4.78,3.93,5.09,Professional/Technical (54),South,Urban,1k-9999,0.3946,13.279999999999994,1,0,0,0
G15618,M3b Damp-IPF,1.81,4.02,2.39,2.18,3.19,Professional/Technical (54),South,Urban,100-999,0.2472,13.599999999999994,1,0,0,0
GK8426,M1b Learned-Wt,2.76,7.95,1.73,1.93,1.69,Professional/Technical (54),South,Urban,100-999,0.366,17.54,1,0,0,0
HN9814,M3b Damp-IPF,2.37,7.14,3.49,2.54,4.12,Professional/Technical (54),South,Urban,1-99,0.366,13.600000000000001,1,0,0,0
JQ0741,M1b Learned-Wt,2.31,7.87,2.07,2.12,1.36,Professional/Technical (54),South,Urban,1k-9999,0.2378,3.9099999999999966,1,0,0,0
A26211,M3 IPF,2.36,1.56,3.62,2.81,4.94,Professional/Technical (54),Midwest,Urban,1k-9999,0.254,18.49000000000001,1,0,0,0
EL0111,M1b Learned-Wt,2.25,7.7,2.0,2.1,1.55,Professional/Technical (54),South,Urban,100-999,0.4096,2.539999999999999,1,0,0,0
60954,M1b Learned-Wt,2.34,8.23,1.91,1.94,1.82,Professional/Technical (54),Northeast,Urban,100-999,0.3612,13.93,1,0,0,0
C02349,M3c Var-Damp-IPF,1.84,7.66,2.6,1.69,2.21,Professional/Technical (54),South,Urban,1k-9999,0.4096,0.18999999999999773,1,0,0,0
EQ1111,M3c Var-Damp-IPF,2.55,6.54,3.91,2.11,3.57,Professional/Technical (54),South,Urban,10000+,0.366,3.479999999999997,1,0,0,0
535716,M3b Damp-IPF,2.29,4.62,3.78,3.21,5.93,Professional/Technical (54),Northeast,Urban,1k-9999,0.4089,26.939999999999998,1,0,0,0
813456,M3b Damp-IPF,3.28,7.06,3.66,3.39,5.27,Professional/Technical (54),Northeast,Urban,10000+,0.4089,23.510000000000005,1,0,0,0
JP2275,M2c ZIP-Tract,2.44,4.27,2.17,2.52,2.31,Professional/Technical (54),West,Urban,1-99,0.0848,2.1700000000000017,1,0,0,0
EZ8128,M3b Damp-IPF,2.14,4.72,2.44,2.36,3.17,Professional/Technical (54),South,Urban,1-99,0.2604,9.61,1,0,0,0
N56937,M3 IPF,5.76,3.0,6.64,6.06,7.4,Professional/Technical (54),Midwest,Urban,100-999,0.3238,6.959999999999994,1,0,0,0
317996,M3 IPF,4.61,3.25,4.97,4.62,6.13,Professional/Technical (54),South,Urban,1k-9999,0.366,13.600000000000001,1,0,0,0
DD9393,M1b Learned-Wt,2.2,10.05,1.25,2.08,1.08,Retail Trade (44-45),Northeast,Urban,100-999,0.3339,0.7800000000000011,1,0,0,0
BV8352,M3 IPF,13.21,11.38,13.23,12.74,12.65,Retail Trade (44-45),South,Urban,100-999,0.4843,4.049999999999997,1,0,0,0
741025,M3 IPF,2.73,0.78,3.67,2.55,3.31,Retail Trade (44-45),Midwest,Urban,100-999,0.1206,2.6099999999999994,1,0,0,0
721662,M3c Var-Damp-IPF,2.83,7.13,2.9,2.68,2.72,Transport Equip Mfg (336),South,Urban,10000+,0.366,11.979999999999997,1,0,0,0
CE3883,M3c Var-Damp-IPF,3.15,3.74,3.53,2.83,2.98,Transport Equip Mfg (336),South,Urban,1k-9999,0.3463,5.150000000000006,1,0,0,0
EK3246,M3c Var-Damp-IPF,0.65,4.29,0.89,0.44,0.52,Transport Equip Mfg (336),South,Urban,10000+,0.4266,0.8900000000000006,1,0,0,0
X10121,M3 IPF,2.3,0.49,3.26,1.74,5.07,Utilities (22),South,Rural,1-99,0.0312,13.569999999999993,1,0,0,0
6537,M3 IPF,4.95,0.16,5.31,4.3,7.21,Utilities (22),South,Rural,100-999,0.1487,13.319999999999993,1,0,0,0
R56590,M1b Learned-Wt,2.29,3.41,3.26,2.98,1.8,Utilities (22),South,Rural,100-999,0.3884,12.579999999999998,1,0,0,0
GK7720,M3c Var-Damp-IPF,2.62,5.71,1.74,1.62,3.89,Utilities (22),Midwest,Urban,1k-9999,0.254,17.10000000000001,1,0,0,0
30808,M3 IPF,2.91,1.61,4.07,3.69,1.64,Utilities (22),South,Suburban,100-999,0.2452,16.58999999999999,1,0,0,0
726630,M1b Learned-Wt,1.78,5.42,1.11,1.62,0.75,Wholesale Trade (42),Midwest,Urban,100-999,0.2123,11.100000000000009,1,0,0,0
HK4511,M3c Var-Damp-IPF,1.8,2.73,1.84,1.76,2.62,Wholesale Trade (42),West,Urban,100-999,0.1767,12.239999999999995,1,0,0,0
AN1258,M3 IPF,4.04,0.33,5.2,4.25,5.84,Wholesale Trade (42),Midwest,Urban,100-999,0.2387,13.070000000000007,1,0,0,0
DY2783,M1b Learned-Wt,3.4,5.89,2.44,3.15,1.26,Wholesale Trade (42),Midwest,Urban,1k-9999,0.2103,9.939999999999998,1,0,0,0
549682,M1b Learned-Wt,13.21,17.66,13.34,13.04,12.16,Wholesale Trade (42),South,Urban,100-999,0.225,8.420000000000002,1,0,0,0
547291,M2c ZIP-Tract,2.41,7.95,0.85,2.3,1.52,Wholesale Trade (42),West,Urban,1k-9999,0.2781,4.180000000000007,1,0,0,0
DV5244,M3c Var-Damp-IPF,1.09,6.41,1.16,0.86,1.99,Wholesale Trade (42),South,Urban,100-999,0.3151,15.460000000000008,1,0,0,0
AV2249,M3 IPF,4.12,2.41,4.08,4.57,6.74,Wholesale Trade (42),South,Urban,1k-9999,0.5268,25.889999999999993,1,0,0,0
116516,M3 IPF,1.69,0.38,1.81,1.69,1.85,Wholesale Trade (42),Northeast,Urban,1k-9999,0.0669,0.04999999999999716,1,0,0,0
N15840,M3b Damp-IPF,3.41,3.82,4.87,3.48,4.77,Wholesale Trade (42),South,Urban,1k-9999,0.3224,3.4599999999999937,1,0,0,0
BV5798,M3c Var-Damp-IPF,6.67,11.79,6.83,6.64,6.82,Wholesale Trade (42),West,Urban,100-999,0.2974,11.920000000000002,1,0,0,0
A07011,M3b Damp-IPF,1.08,4.77,1.81,1.41,3.34,Wholesale Trade (42),South,Urban,100-999,0.3555,22.86,1,0,0,0
G07925,M2c ZIP-Tract,3.79,6.96,3.01,3.71,3.03,Wholesale Trade (42),Northeast,Urban,10000+,0.1836,5.650000000000006,1,0,0,0
