employer_name,city,state,zip,naics,sector,employer_type,workers,union_names,union_count,affiliation,latest_date,time_period,data_sources,source_count,location_count,locations,canonical_group_id,ein,is_public_company,is_federal_contractor,primary_source,employer_id
"Fox Television Stations, LLC on behalf of WTXF-TV",New York,NY,10036,71,Private,SINGLE_EMPLOYER,50,International Brotherhood of Electrical Workers Local 98,1,IBEW,2024-03-26,Current,F7,0,1,New York,,,,,F7_OLMS,ac82cdf554b9e6ca
Otis Ford Inc.,Quogue,NY,11959,,Public,SINGLE_EMPLOYER,50,United Automotive Sales & Service Employees Union 1A,1,SEIU,2023-09-01,Current,"F7, Mergent",1,1,Quogue,,,,,F7_OLMS,6ef950ace0fab6df
WFLD/WPWR,New York,NY,10036,71,Private,SINGLE_EMPLOYER,50,National Association Of Broadcast Employees & Technicians-Communication Workers Of America ,1,,2025-07-29,Current,F7,0,1,New York,,,,,F7_OLMS,3025a40b414c95f5
P Core,LeRoy,NY,14482,31,Private,SINGLE_EMPLOYER,50,Communications Workers of America 81495,1,CWA,2025-02-03,Current,"F7, 990, GLEIF",2,1,LeRoy,,831710975,,,F7_OLMS,efc4da9e47ba1098
Waterville CSD,Waterville,NY,13480,72,Private,SINGLE_EMPLOYER,50,Service Employees International Union 200,1,,2023-02-03,Current,"F7, SAM",1,1,Waterville,,,,,F7_OLMS,05539e0204b62ca8
Lincoln Center,New York,NY,10023,,Private,SINGLE_EMPLOYER,50,International Union of Operating Engineers AFL-CIO 30,1,IUOE,2023-12-21,Current,"F7, OSHA",1,1,New York,,,,,F7_OLMS,195093e19ab0d64e
Panhellenic Foods of NY,Bronx,NY,10474,48,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 202,1,IBT,2023-11-14,Current,F7,0,1,Bronx,,,,,F7_OLMS,2f3c0cd5d436084a
City Center,New York,NY,10019,71,Private,SINGLE_EMPLOYER,50,International Alliance of Theatrical Stage Employees AFL-CIO Local No. One,1,,2022-09-29,Current,"F7, WHD, 990",2,1,New York,,812155265,,,F7_OLMS,85fad0a82c1af42d
Children's Home of Kingston,Kingston ,NY,12401,61,Private,SINGLE_EMPLOYER,50,New York State United Teachers 13295,1,,2023-11-02,Current,"F7, NLRB, SAM",2,1,Kingston ,,,,,F7_OLMS,4da532277672ef36
Chatham 44 Condominium,New York,NY,10011,,Private,SINGLE_EMPLOYER,50,Service Employees Internatiional Union 32BJ,1,,2022-11-18,Current,"F7, NLRB",1,1,New York,,,,,F7_OLMS,45c8c429a104b8f4
Chanatry's Hometown Market,Utica,NY,13502,44,Private,SINGLE_EMPLOYER,50,United Food & Commercial Workers One,1,,2023-09-25,Current,"F7, OSHA",1,1,Utica,,,,,F7_OLMS,997631afc4116092
Cappellino Buick,WILLIAMSVILLE,NY,14221,,Private,SINGLE_EMPLOYER,50,"United Automobile, Aerospace, & Agricultural Implement Workers of America 55",1,UAW,2023-10-09,Current,"F7, OSHA",1,1,WILLIAMSVILLE,,,,,F7_OLMS,774abda49b6b4710
School of Jazz- The New School,New York,NY,10011,61,Private,SINGLE_EMPLOYER,50,American Federation Of Musicians Local802,1,AFM,2022-12-06,Current,F7,0,1,New York,,,,,F7_OLMS,80a89b164e4a2ac4
Arrow Rail Link Services Inc.,Bronx,NY,10473,48,Private,SINGLE_EMPLOYER,50,Amalgamated Transit Union 1181-1061,1,ATU,2023-04-30,Current,F7,0,1,Bronx,,,,,F7_OLMS,975c6fafd48e5562
Zapata Construction Inc.,Pelham,NY,10803,31,Private,SINGLE_EMPLOYER,50,"International Union of Painters & Allied Trades Local 1974, District Council 9",1,PAT,2023-04-25,Current,"F7, OSHA",1,1,Pelham,,,,,F7_OLMS,ce2f2ed639c1745b
Jazz Foundation/ Great Night in Harlem,New York,NY,10018,71,Private,SINGLE_EMPLOYER,50,American Federation Of Musicians Local802,1,AFM,2023-12-01,Current,F7,0,1,New York,,,,,F7_OLMS,f882f942992d86bf
"Wykagyl Country Club, Inc. - (Expiration of Wykagyl Country Club and SEIU Local 32BJ Agreement)",New Rochelle,NY,10804,,Private,SINGLE_EMPLOYER,50,Service Employees International Union 32BJ,1,,2023-11-16,Current,"F7, 990",1,1,New Rochelle,,131737897,,,F7_OLMS,285b417ae5f7b529
Grand Rehabilitation and Nursing at Chittenango,Chittenango,NY,13037,62,Private,SINGLE_EMPLOYER,50,Service Employees International Union/United Healthcare Workers East 1199,1,,2024-04-29,Current,F7,0,1,Chittenango,,,,,F7_OLMS,62361325947a2ace
Reichert Technologies Inc.,Depew,NY,14043,31,Private,SINGLE_EMPLOYER,50,USW -222,1,,2014-09-04,Historical,"F7, OSHA",1,1,Depew,,,,Y,F7_OLMS,de83de2c9f0eb732
"Restaurant Depot Cheekatowaga, NY #452",Cheektowaga,NY,14225,42,Private,SINGLE_EMPLOYER,50,United Food & Commercial Workers 2013,1,UFCW,2025-02-04,Current,F7,0,1,Cheektowaga,,,,,F7_OLMS,0297f28fb62e9861
United Day Habilitation/Project Career- SEBNC,Bronx,NY,10456,62,Private,SINGLE_EMPLOYER,50,Service Employees International Union/United Healthcare Workers East 1199,1,,2023-11-10,Current,F7,0,1,Bronx,,,,,F7_OLMS,5610c135f1d2c91f
SUFFOLK GRANITE MFG CORP (SGM),N. LINDENHURST,NY,11757,23,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 282,1,IBT,2025-02-03,Current,"F7, OSHA",1,1,N. LINDENHURST,,,,,F7_OLMS,dfa0a91da8e71521
Global Events Management LLC,Manhasset,NY,11030,71,Private,SINGLE_EMPLOYER,50,IATSE-Multi 60 115 321 412 500 & 835,1,,2011-06-17,Historical,F7,0,1,Manhasset,,,,,F7_OLMS,b2eed325350249c4
JOHN MARTINEZ TRUCKING (NEX),FARMINGDALE,NY,11735,23,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 282,1,IBT,2023-04-11,Current,"F7, WHD",1,1,FARMINGDALE,,,,,F7_OLMS,78d0a515c086caba
ABC,New York,NY,10023,,Private,SINGLE_EMPLOYER,50,International Union Of Operating Engineers AFL-CIO 30,1,IUOE,2024-12-30,Current,"F7, OSHA, NLRB, SEC",3,1,New York,,,,,F7_OLMS,fafd04cb842af818
LASER INDUSTRIES INC (NEX),RIDGE,NY,11961,23,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 282,1,IBT,2023-04-11,Current,"F7, OSHA, SAM, Mergent",3,1,RIDGE,,,,,F7_OLMS,0916d79ea7036dff
Channel 13-Sinclair Broadcasting ,Rochester,NY,14623,71,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 003339830,1,,2024-08-29,Current,F7,0,1,Rochester,,,,,F7_OLMS,cd097aaac86e7d44
Knollwood Country CLub,Elmsford,NY,10523,72,Private,SINGLE_EMPLOYER,50,Union Of Needletrades & Industrial Textile Employees Hotel Employees & Restaurant Employees Local100,1,UNITHE,2024-11-26,Current,"F7, WHD",1,1,Elmsford,,,,,F7_OLMS,ed39c1a7e1ef94af
WLIW,New York,NY,10019,71,Private,SINGLE_EMPLOYER,50,International Brotherhood of Electrical Workers AFL-CIO 1212,1,IBEW,2023-04-24,Current,"F7, 990",1,1,New York,,452552448,,,F7_OLMS,97487953ff48ea1e
Charter High School for Law and Social Justice,Bronx,NY,10453,61,Private,SINGLE_EMPLOYER,50,United Federation of Teachers 2,1,,2021-06-14,Current,"F7, 990, SAM",2,1,Bronx,,464361220,,,F7_OLMS,7e5212a5172c9742
"Longhouse Construction Group, LLC",Mattydale,NY,13211,23,Private,SINGLE_EMPLOYER,50,BAC -2 NY/VT,1,,2013-01-11,Historical,"F7, OSHA",1,1,Mattydale,,,,,F7_OLMS,c2e5ad57ab857705
Madison York Assisted Living Community,Corona,NY,11368,62,Private,SINGLE_EMPLOYER,50,United Food & Commercial Workers Local 2013,1,UFCW,2023-05-11,Current,F7,0,1,Corona,,,,,F7_OLMS,298c77639be781a8
Town of Lewiston (Highway and Water),Lewiston,NY,14092,,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 264,1,IBT,2024-06-20,Current,F7,0,1,Lewiston,,,,,F7_OLMS,a2e703112365f4ae
WIL-BAR INTERNATIONAL,HAUPPAUGE,NY,11787,31,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters LOCAL 202,1,IBT,2024-08-26,Current,"F7, Mergent",1,1,HAUPPAUGE,,,,Y,F7_OLMS,88728bda74ce5b4a
Twin Rivers,Little Falls,NY,13365,31,Private,SINGLE_EMPLOYER,50,United Steelworkers 1438,1,USW,2018-03-28,Historical,F7,0,1,Little Falls,,,,,F7_OLMS,d4ede7f689bae5ac
Steuben Rural Electric Cooperative,Bath,NY,14810,,Private,SINGLE_EMPLOYER,50,International Brotherhood Of Electrical Workers 0010,1,,2023-06-20,Current,"F7, 990, SAM",2,1,Bath,,161264464,,,F7_OLMS,840d7a21b06b9fed
St Gregory The Great School Parish (Fr. Joseph C Gatto-Pastor),Amherst,NY,14221-2632,61,Private,SINGLE_EMPLOYER,50,NACSTDETA-1,1,,2013-07-02,Historical,F7,0,1,Amherst,,,,,F7_OLMS,9f1177b9df133eb4
South Oaks Hospital,Amityville,NY,11701,,Private,SINGLE_EMPLOYER,50,International Union of Operating Engineers Stationary Engineers AFL-CIO 30,1,IUOE,2024-12-09,Current,F7,0,1,Amityville,,,,,F7_OLMS,d0c263cfa4da5fe2
"Lafarge No. America, Inc.",Amherst,NY,14228,23,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 449,1,IBT,2023-08-25,Current,"F7, NLRB",1,1,Amherst,,,,,F7_OLMS,669ea127d13f6a32
Sotheby's ,New York,NY,10021,,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 814,1,IBT,2023-05-08,Current,"F7, SEC, Mergent",2,1,New York,,382478409,,,F7_OLMS,ae6a0848ffd4a6ba
Multi-Phase Contracting Corp.,Altamont,NY,12009,23,Private,SINGLE_EMPLOYER,50,BAC -2 NY/VT,1,,2017-02-06,Historical,"F7, SAM",1,1,Altamont,,,,,F7_OLMS,77681ef43e16cdfa
I.A.T.S.E. National Benefit Fund,New York City,NY,10016-2204,71,Private,SINGLE_EMPLOYER,50,IATSE-306,1,IATSE,2011-01-24,Historical,F7,0,1,New York City,,,,,F7_OLMS,81be9de27c239100
Niagara Falls Memorial Med. Center - Primary Care,Niagara Falls,NY,14302,62,Private,SINGLE_EMPLOYER,50,1199 SEIU United Healthcare Workers East 1199,1,,2019-03-14,Historical,"F7, OSHA",1,1,Niagara Falls,,,,Y,F7_OLMS,8caf03ae43e20f04
Troy Boiler Works,Troy,NY,12180,31,Private,SINGLE_EMPLOYER,50,"International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, Forgers & Helpers Local 5, Zone 197",1,,2024-11-07,Current,"F7, OSHA, SAM, Mergent",3,1,Troy,,,,Y,F7_OLMS,6675b4d144ded3bc
Northwest Buffalo Community Center,Buffalo,NY,14207,,Private,SINGLE_EMPLOYER,50,Communication Workers Of America AFL-CIO 1122,1,CWA,2023-04-19,Current,"F7, WHD, 990",2,1,Buffalo,,161060168,,,F7_OLMS,ca1535f680ea3d53
Diamond Perforated Metals,Rochester,NY,14603,31,Private,SINGLE_EMPLOYER,50,United Steelworkers 01498-01,1,USW,2025-01-10,Current,"F7, OSHA, SEC",2,1,Rochester,,952909372,,,F7_OLMS,1b117e60f616bc4a
"Pariso Trucking, Inc.",Tonawanda,NY,14150,23,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 449,1,IBT,2025-02-11,Current,"F7, OSHA",1,1,Tonawanda,,,,,F7_OLMS,5d407691e83309cc
Penske Logistics LLC,Montgomery,NY,12549,48,Private,SINGLE_EMPLOYER,50,"United Automobile, Aerospace, & Agricultural Implement Workers of America 129",1,UAW,2024-02-12,Current,"F7, OSHA, NLRB",2,1,Montgomery,,,,,F7_OLMS,a85680f45c874ae6
"All City Switchboard Company, Inc. ",Long Island City ,NY,11106,31,Private,SINGLE_EMPLOYER,50,International Brotherhood of Electrical Workers AFL-CIO 3,1,,2024-08-09,Current,"F7, Mergent",1,1,Long Island City ,,,,,F7_OLMS,e37b0d79b56685c4
NYY Steak House,Bronx,NY,10451,72,Private,SINGLE_EMPLOYER,50,UniteHere 100,1,UNITHE,2020-09-09,Current,F7,0,1,Bronx,,,,,F7_OLMS,f6aa6a8616859900
"NYLSI, Inc. dba Sunrise Toyota ",Oakdale,NY,11769,44,Private,SINGLE_EMPLOYER,50,"United Automobile, Aerospace, & Agricultural Implement Workers of America 259",1,UAW,2022-11-10,Current,"F7, OSHA, NLRB, SAM",3,1,Oakdale,,,,,F7_OLMS,41a57b6a5d76ca12
MT. SINAI BETH ISRAEL MEDICAL CENTER ,BROOKLYN,NY,11234,62,Public,SINGLE_EMPLOYER,50,Office & Professional Employees International Union AFL-CIO 153,1,OPEIU,2022-12-27,Current,"F7, NLRB, 990",2,1,BROOKLYN,,135564934,,,F7_OLMS,412bd080880dfef0
Salon.com LLC,New York,NY,10022,,Private,SINGLE_EMPLOYER,50,Writers Guild of America East Inc. ,1,,2024-09-24,Current,"F7, SAM",1,1,New York,,,,,F7_OLMS,20e0b946590250f5
Rochester Davis-Fetch,Rochester,NY,14606-1503,23,Private,SINGLE_EMPLOYER,50,BAC -2 NY/VT,1,,2013-01-11,Historical,"F7, OSHA, 990",2,1,Rochester,,,,,F7_OLMS,361847d05f711d18
Robison Oil Co. (Singer Energy Corp.),Portchester,NY,10573,22,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 456,1,IBT,2024-10-03,Current,"F7, GLEIF",1,1,Portchester,,,,,F7_OLMS,fcfddcc04fb9b6c2
NYC School Bus Umbrella Services Inc.,Brooklyn,NY,10003,48,Private,SINGLE_EMPLOYER,50,United Service Workers Union/International Union of Journeymen & Allied Trades 455,1,USWU,2025-01-22,Current,"F7, 990",1,1,Brooklyn,,853531873,,,F7_OLMS,2ed90230642e0d32
Riverside Symphony,New York,NY,10024,71,Private,SINGLE_EMPLOYER,50,American Federation Of Musicians Local802,1,AFM,2023-05-31,Current,"F7, 990, SAM",2,1,New York,,133168350,,,F7_OLMS,b61afca65d563f5b
SEA CREST DEVELOPMENT CORP (NEX),FREEPORT,NY,11520,23,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 282,1,IBT,2023-04-11,Current,F7,0,1,FREEPORT,,,,,F7_OLMS,1e071f8ebf6144ba
Renold Inc.,Westfield,NY,14787-9706,31,Private,SINGLE_EMPLOYER,50,International Association of Machinists & Aerospace Workers 1555,1,IAM,2024-11-07,Current,"F7, OSHA, SAM, Mergent",3,1,Westfield,,161000971,,,F7_OLMS,9b15b08430b8f235
New York Yacht Club,New York,NY,10036,72,Private,SINGLE_EMPLOYER,50,Union Of Needletrades & Industrial Textile Employees Hotel Employees & Restaurant Employees 6,1,UNITHE,2023-06-02,Current,"F7, WHD, 990, Mergent",3,1,New York,,208288446,,,F7_OLMS,e68db1cfe11b9ff0
Logan's Healthcare Linen (formerly Angelica),Batavia,NY,14020,,Private,SINGLE_EMPLOYER,50,Rochester Regional Joint Board - Workers United 168-39,1,WU,2023-04-26,Current,F7,0,1,Batavia,,,,,F7_OLMS,e0373aa356b37015
St. Lukes/Roosevelt Hopsital Center,New York,NY,10017,62,Private,SINGLE_EMPLOYER,50,IBT Local 810,1,IBT,2019-10-15,Historical,F7,0,1,New York,,,,,F7_OLMS,81aa83b900080c5c
"New-York Presbyterian, Columbia ( CUIMC)",New York ,NY,10032,62,Private,SINGLE_EMPLOYER,50,The Professional Dietitians of New York at Presbyterian Hospital  ,1,,2023-02-21,Current,"F7, 990",1,1,New York ,,844990349,,,F7_OLMS,4fdd7e106d02e434
"Strippit, Inc.",Akron,NY,14001,31,Private,SINGLE_EMPLOYER,50,International Association of Machinists & Aerospace Workers AFL-CIO 1180,1,IAM,2023-01-05,Current,"F7, OSHA, SAM, Mergent",3,1,Akron,,,,Y,F7_OLMS,e8ce0fa18b5c4875
Crescent Duck Processors,Aquebogue,NY,11931-0500,31,Private,SINGLE_EMPLOYER,50,UFCW-342,1,,2010-01-05,Historical,F7,0,1,Aquebogue,,,,,F7_OLMS,91d408e84a57db7e
"WNBA Development, Inc.",New York,NY,10022,,Private,SINGLE_EMPLOYER,50,National Basketball Referees Association ,1,,2024-02-02,Current,"F7, OSHA, 990, SAM",3,1,New York,,921185168,,Y,F7_OLMS,4361c0fd18f4e863
"Morrison Management Specialists A Division of Compass Group USA, Inc.",Port Chester,NY,10573,,Private,SINGLE_EMPLOYER,50,Service Employees International Union 32BJ,1,,2023-05-17,Current,F7,0,1,Port Chester,,,,,F7_OLMS,14f1ebe8d5e2a65a
"Promesa, Inc. & Basics, Inc.",Bronx,NY,10457,62,Private,SINGLE_EMPLOYER,50,Service Employees International Union/United Healthcare Workers East 1199,1,,2023-03-31,Current,F7,0,1,Bronx,,,,,F7_OLMS,6048666a9ded3299
The Institute for Family Health,New York,NY,10035,62,Private,SINGLE_EMPLOYER,50,1199Service Employees International Union/United Healthcare Workers West ,1,,2023-07-11,Current,"F7, OSHA, NLRB, WHD, 990, SAM",5,1,New York,,133273402,,,F7_OLMS,7266cbccbdc59c83
The Jewish Museum,New York,NY,10128,,Private,SINGLE_EMPLOYER,50,Transport Workers Union Local #241,1,TWU,2025-06-24,Current,"F7, NLRB, 990, SAM",3,1,New York,,136146854,,,F7_OLMS,4e569f60d6cd618c
"TheDodo.com, Inc. /Group Nine Media",New York,NY,10012,71,Private,SINGLE_EMPLOYER,50,"Writers Guild of America East, Inc. ",1,,2022-02-02,Current,F7,0,1,New York,,,,,F7_OLMS,e89df26a0f97b005
ICC Commonwealth Corp.,Williamsville,NY,14221,23,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 264,1,IBT,2025-11-19,Current,"F7, OSHA, 990, SAM",3,1,Williamsville,,131635260,,,F7_OLMS,af943938abfc98db
"Tyree Learning Center, SCO Family of Services",Sea Cliff,NY,11579,61,Private,SINGLE_EMPLOYER,50,Civil Service Employees Association/American Federation of State County & Municipal Employees 1000,1,,2023-11-17,Current,F7,0,1,Sea Cliff,,,,,F7_OLMS,d2c3f3cc5d15a62c
"Lyric Theatre, LLC",New York,NY,10036,71,Private,SINGLE_EMPLOYER,50,International Alliance of Theatrical Stage Employees One,1,,2023-05-18,Current,"F7, 990",1,1,New York,,,,,F7_OLMS,886084e7fc061055
Premier Painting Decorating,Brooklyn ,NY,11228,23,Private,SINGLE_EMPLOYER,50,"International Union of Painters & Allied Trades Local 1974, District Council 9",1,PAT,2023-04-27,Current,"F7, OSHA",1,1,Brooklyn ,,,,,F7_OLMS,03a2d824de71e6e9
Hearst Corporation KMBC/KCWE,New York,NY,10019,,Private,SINGLE_EMPLOYER,50,International Brotherhood of Electrical Workers AFL-CIO 53,1,IBEW,2022-09-07,Current,F7,0,1,New York,,,,,F7_OLMS,1eb80b37d9107701
"Hatzel & Buehler, Inc.",New York,NY,10173,54,Private,SINGLE_EMPLOYER,50,International Brotherhood of Electrical Workers 3,1,,2024-03-18,Current,"F7, OSHA",1,1,New York,,,,,F7_OLMS,0652a6faf0c8f6fe
Habasit,Buffalo,NY,14206,31,Private,SINGLE_EMPLOYER,50,Rochester Regional Joint Board - Workers United 1067-T,1,WU,2024-07-31,Current,F7,0,1,Buffalo,,,,,F7_OLMS,b255cd013bb80c6c
Vanderbilt Minerals LLC,Gouverneur,NY,13642,31,Private,SINGLE_EMPLOYER,50,"United Steel, Paper & Forestry, Rubber, Manufacturing, Energy, Allied Industrial & Service Workers International Union 420-06",1,,2024-11-15,Current,F7,0,1,Gouverneur,,,,,F7_OLMS,044e17ef5589f86b
H S B C Arena,Buffalo,NY,14203,71,Private,SINGLE_EMPLOYER,50,SEIU-200 United,1,,2010-03-02,Historical,F7,0,1,Buffalo,,,,,F7_OLMS,f4bf3d9b47e162f2
Plattsburgh Rehabilitation & Nursing Center,Plattsburgh,NY,12901,62,Private,SINGLE_EMPLOYER,50,United Food & Commercial Workers One,1,,2023-09-25,Current,"F7, OSHA, WHD",2,1,Plattsburgh,,,,,F7_OLMS,67632edf60a00aa8
Visiting Nurse Services in Westchester,White Plains,NY,10605,62,Public,SINGLE_EMPLOYER,50,New York State United Teachers 16-130 Westchester Federation of Visiting Nurses,1,AFT,2024-09-06,Current,"F7, 990, SAM, Mergent",3,1,White Plains,,132601443,,,F7_OLMS,665df3e1bcfe48b7
Guardian Professional Services - (Exp. of 2022 & 2024 NY/NJ Airport & Sec. Svcs),Woodbury,NY,11797,,Private,SINGLE_EMPLOYER,50,Service Employees International Union 32BJ,1,,2024-04-16,Current,F7,0,1,Woodbury,,,,,F7_OLMS,a9b8b534d2f584ba
Const Cos - Demolition Building & Trucking,Long Island City,NY,11101-4341,23,Private,SINGLE_EMPLOYER,50,IBT-813,1,IBT,2011-04-22,Historical,F7,0,1,Long Island City,,,,,F7_OLMS,5580df50469f932f
"Greenwich House Counseling Center, Inc.",New York,NY,10001,62,Private,SINGLE_EMPLOYER,50,Service Employees International Union/United Healthcare Workers East ,1,,2024-06-28,Current,F7,0,1,New York,,,,,F7_OLMS,f081eaf4fd870634
University of Rochester BU3,Rochester,NY,14642,62,Private,SINGLE_EMPLOYER,50,"International Union of Operating Engineers AFL-CIO 158, District 832",1,IUOE,2024-01-17,Current,F7,0,1,Rochester,,,,,F7_OLMS,5c0f436b8752ce7d
"Alante Security Group, Inc. ",Westbury,NY,11590,,Private,SINGLE_EMPLOYER,50,Federal Contract Guards of America FCGOA,1,,2022-09-01,Current,"F7, WHD, SAM, Mergent",3,1,Westbury,,,,Y,F7_OLMS,7245ba4d84944f7b
WSKG Public Broadcastin,Vestal,NY,13850,71,Private,SINGLE_EMPLOYER,50,National Association Of Broadcast Employees & Technicians/Communication Workers Of America AFL-CIO 51026,1,CWA,2024-04-12,Current,"F7, 990",1,1,Vestal,,150620345,,,F7_OLMS,e6b06dab81a01c51
Oishei Healthy Kids Health Home,Buffalo,NY,14209,62,Private,SINGLE_EMPLOYER,50,1199 SEIU United Healthcare Workers East 1199,1,,2018-11-09,Historical,F7,0,1,Buffalo,,,,,F7_OLMS,efa2c44d572b8553
Voices of Community Activists and Leaders,Brooklyn,NY,11217,,Private,SINGLE_EMPLOYER,50,"United Automobile, Aerospace, & Agricultural Implement Workers of America 2325",1,UAW,2023-01-27,Current,"F7, 990, SAM",2,1,Brooklyn,,134094385,,,F7_OLMS,34975f3d8b88aa93
Voices of Ascension,New York,NY,10011,71,Private,SINGLE_EMPLOYER,50,American Guild Of Musical Artists ,1,,2025-04-21,Current,F7,0,1,New York,,,,,F7_OLMS,8648cc2939fe3983
Conde Nast - Commerce Unit,New York,NY,10007,,Private,SINGLE_EMPLOYER,50,The NewsGuild-Communications Workers of America 31003,1,CWA,2022-10-16,Current,F7,0,1,New York,,,,,F7_OLMS,2768845429ad8bde
"Roza 14W, LLC",New York,NY,10005,53,Private,SINGLE_EMPLOYER,50,Service Employees International Union Local 32BJ,1,,2023-10-31,Current,"F7, 990",1,1,New York,,131976655,,,F7_OLMS,2e498af0700961b2
Sunnyside Care Center,East Syracuse,NY,13057,62,Private,SINGLE_EMPLOYER,50,Service Employees International Union/United Healthcare Workers East 1199,1,,2023-11-16,Current,"F7, OSHA, NLRB, WHD, Mergent",4,1,East Syracuse,,,,Y,F7_OLMS,c99f2f58f38bff8e
The Regency at Glen Cove,Glen Cove,NY,11542,62,Private,SINGLE_EMPLOYER,50,United Food & Commercial Workers AFL-CIO Local 2013,1,UFCW,2023-06-14,Current,"F7, WHD, 990",2,1,Glen Cove,,251608655,,,F7_OLMS,33f9fbec8855dc25
SUNY Downstate Research Foundation,Brooklyn,NY,11226,61,Private,SINGLE_EMPLOYER,50,United Federation of Teachers-N/A,1,,2017-09-15,Historical,F7,0,1,Brooklyn,,,,,F7_OLMS,ef88fcf2f3837020
Sacketts Eugene Inc.,Rochester,NY,14606-4237,23,Private,SINGLE_EMPLOYER,50,BAC-2 NY,1,,2010-03-18,Historical,F7,0,1,Rochester,,,,,F7_OLMS,2d4760b6eb18ea62
"54 Below, LLC",New York,NY,10019,71,Private,SINGLE_EMPLOYER,50,American Federation Of Musicians Local802,1,AFM,2023-09-25,Current,"F7, 990, SEC, Mergent",3,1,New York,,452873839,,,F7_OLMS,5417a6b9633250cb
"Riverhead Motors, Inc. Service ",Riverhead ,NY,11901,,Public,SINGLE_EMPLOYER,50,United Automotive Sales & Service Employees Union Local NO.1A  1A,1,SEIU,2024-07-11,Current,"F7, OSHA, WHD, SAM",3,1,Riverhead ,,,,,F7_OLMS,7c048e915c9eced1
"On Site Productions, Inc,",New York,NY,10036,71,Private,SINGLE_EMPLOYER,50,Directors Guild of America-,1,,2011-05-05,Historical,"F7, 990, SAM",2,1,New York,,,,,F7_OLMS,c9e53c23215246af
ABM (Former HCS),New York,NY,10036,62,Private,SINGLE_EMPLOYER,50,SEIU-HC MN,1,,2013-06-14,Historical,F7,0,1,New York,,,,,F7_OLMS,4147ac637dd6bb9e
Absolut Care - Pro Tech Unit,Buffalo,NY,14225,62,Private,SINGLE_EMPLOYER,50,1199 SEIU United Healthcare Workers East 1199,1,,2024-12-14,Current,F7,0,1,Buffalo,,,,,F7_OLMS,3fc3d84ad33dfbcf
"Seaway Construction, Inc.",Gouverneur,NY,13642,23,Private,SINGLE_EMPLOYER,50,BAC -2 NY/VT,1,,2013-01-11,Historical,F7,0,1,Gouverneur,,,,Y,F7_OLMS,019a990fac09a3d2
Industry City,Brooklyn,NY,11232,54,Private,SINGLE_EMPLOYER,50,International Brotherhood of Electrical Workers Local Union No. 3,1,,2024-02-13,Current,"F7, OSHA",1,1,Brooklyn,,,,,F7_OLMS,44f94e174d9669c0
Prisoners' Legal Services of New York,Albany,NY,12207,,Private,SINGLE_EMPLOYER,50,"United Automobile, Aerospace, & Agricultural Implement Workers of America ",1,,2023-02-01,Current,"F7, NLRB, 990, SAM",3,1,Albany,,132851858,,,F7_OLMS,230b7ff1a19ca78e
Industrial Surfaces Inc.,Albany,NY,12212-2396,23,Private,SINGLE_EMPLOYER,50,BAC -2 NY/VT,1,,2011-02-14,Historical,F7,0,1,Albany,,,,,F7_OLMS,1918a8f2bbf12d6d
